80,5,246,5,246,18,80,18
219,34,284,33,285,44,219,45
88,43,101,43,112,43,129,42,141,42,156,43,169,44,169,51,156,50,141,49,129,50,112,50,101,50,89,50
148,52,209,52,209,61,148,61
88,77,164,77,164,85,88,85
146,87,207,87,207,97,146,97
89,97,108,97,108,112,89,112
90,122,147,122,147,128,90,128
157,122,180,122,180,129,157,129
89,134,114,134,114,140,89,140
155,136,192,135,193,147,155,148
90,140,133,140,133,147,90,147
102,150,216,150,216,168,102,168
